verb;usage;transFr;transEn;yellow
сниться\slash при-;;rêver;dream;not movement
сносить\slash снести;;user;fetch down;not movement
собираться\slash собраться;;se rassembler;gather;not movement
совершать\slash совершить;;accomplir;accomplish;not movement
совершаться\slash совершиться;;s'accomplir;happen;not movement
совмещать\slash совместить;;faire coïncider;combine (with);not movement
совокупляться\slash совокупиться;;s'accoupler;copulate;not movement
совпадать\slash совпасть;;coïncider;coincide (with);movement
содействовать\slash по-;;aider à;assist;movement
содержать;;entretenir;contain;not movement
содержаться\slash содержать;;être;contain;not movement
сожалеть;;regretter;pity (smb.);movement
создаваться\slash создаться;;se former;be created;not movement
сообщаться\slash сообщиться;;se communiquer;communicate;not movement
соответствовать;;correspondre à;correspond (to / with);movement
сопровождать\slash сопроводить;;accompagner;accompany;not movement
сопротивляться;;résister;resist;not movement
сортировать\slash рас-;;trier;(as)sort;not movement
сосать;;sucer;suck;not movement
сосредоточиваться\slash сосредоточиться;;se concentrer;concentrate (on / upon);not movement
состоять;;être;consist (in);movement
сотрудничать;;collaborer;collaborate (with);movement
сохраняться\slash сохраниться;;se conserver;remain;not movement
сочетаться;;s'unir;combine;not movement
сочинять\slash сочинить;;écrire;compose;not movement
специализироваться;;se spécialiser;specialize (in);not movement
списывать\slash списать;;copier;copy (from);not movement
спорить\slash по-;;discuter;dispute;not movement
справляться\slash справиться;;venir à bout de;inquire (after, about);not movement
ссориться\slash по-;;se quereller;quarrel;not movement
стареть\slash по-;;vieillir;grow old;movement
стартовать;;prendre le départ;start;movement
стелить;;étendre;to spread;not movement
стесняться\slash по-;;se gêner;feel / be shy / self-conscious / embarrassed;not movement
стимулировать;;stimuler;stimulate;not movement
стонать\slash про-;;gémir;groan;movement
страдать\slash по-;;souffrir;suffer (for a little);movement
стрелять\slash выстрелить;;faire feu;shoot (at);movement
стремиться\slash стремить;;aspirer à;speed;not movement
судить;;juger;try;not movement
суммировать;;faire le total;sum up;not movement
существовать;;exister;exist;movement
считать\slash счесть;;compter;count;movement
съезжать\slash съехать;;descendre;go / come / drive down;movement
сыпать;;verser;strew;movement
таять\slash рас-;;fondre;melt;movement
тереть\slash по-;;frotter;rub;not movement
тестировать;;tester;test;not movement
тонуть\slash у-;;se noyer;sink;movement
топить\slash ис-;;chauffer;stoke;not movement
тосковать;;languir;be sad / melancholy;movement
транслировать;;retransmettre;transmit;not movement
требовать\slash по-;;exiger;demand (of, from);not movement
трясти\slash тряхнуть;;secouer;shake;not movement
трястись\slash тряхнуть;;trembler (de, grelotter);shake;not movement
тушить\slash по-;;éteindre;put out;not movement
тянуться\slash по-;;s’étirer;to reach;not movement
убеждать\slash убедить;;convaincre de;convince (of);not movement
убеждаться\slash убедиться;;se convaincre de;make sure / certain (of, that);not movement
увлекать\slash увлечь;;entraîner;carry along;not movement
увольняться\slash уволиться;;démissionner;leave the service;not movement
угрожать;;menacer de;threaten (with);not movement
удаваться\slash удаться;;réussir;turn out well;not movement
удалять\slash удалить;;éloigner;move off / away;not movement
удаляться\slash удалиться;;s'éloigner;move off / away (from);not movement
удваивать\slash удвоить;;doubler;double;not movement
удерживать\slash удержать;;retenir;retain;not movement
удерживаться\slash удержаться;;se retenir;hold one's ground;not movement
удовлетворять\slash удовлетворить;;satisfaire;satisfy;not movement
удостоверять\slash удостоверить;;certifier;certify;not movement
укладывать\slash уложить;;mettre;lay;not movement
укорачивать\slash укоротить;;raccourcir;shorten;not movement
укреплять\slash укрепить;;affermir;strengthen;not movement
укрывать\slash укрыть;;couvrir;cover;not movement
умолять\slash умолить;;implorer;entreat;not movement
уничтожать\slash уничтожить;;détruire;destroy;not movement
упрощать\slash упростить;;simplifier;simplify;not movement
усаживаться\slash усесться;;s'asseoir;take a sit;not movement
усваивать\slash усвоить;;s'assimiler;master;not movement
ускорять\slash ускорить;;accélérer;hasten;not movement
устраиваться\slash устроиться;;s'installer;settle down;not movement
устранять\slash устранить;;écarter;remove;not movement
уступать\slash уступить;;céder;let (smb.) have (smth.);not movement
усыпать;;couvrir;bestrew;not movement
утешать\slash утешить;;consoler;comfort;not movement
уточнять\slash уточнить;;préciser;specify;not movement
учитывать\slash учесть;;tenir compte de;take into account / consideration;not movement
финансировать;;financer;finance;not movement
флиртовать;;flirter;flirt (with);movement
фокусировать\slash с-;;focaliser;focus;not movement
формировать\slash с-;;former;form;not movement
формироваться\slash с-;;se former;shape;not movement
формулировать\slash с-;;formuler;formulate;not movement
функционировать;;fonctionner;function;movement
хвастаться\slash по-;;se vanter;boast (of);not movement
хлопать\slash по-;;claquer;flap;not movement
хоронить\slash с-;;enterrer;bury;not movement
хохотать\slash за-;;rire (aux éclats);laugh (loud / boisterously);movement
храпеть;;ronfler;snore;movement
худеть\slash по-;;maigrir;grow thin;movement
цвести;;fleurir;flower;movement
ценить\slash о-;;évaluer;value;not movement
циркулировать;;circuler;circulate;movement
цитировать\slash про-;;citer;quote;not movement
чертить\slash на-;;tracer;draw;not movement
чесать\slash по-;;peigner;comb;not movement
чувствоваться\slash перечувствовать;;ressentir;be felt;not movement
шептать\slash про-;;chuchoter;whisper;not movement
шокировать;;choquer;horrify;not movement
щелкать\slash щелкнуть;;faire claquer;click;not movement
экспортировать;;exporter;export;not movement
